1	1937
2	779
3	720
4	404
5	356
6	239
7	229
8	221
9	196
10	177
11	177
12	163
13	162
14	133
15	131
16	131
17	126
18	124
19	110
20	92
21	90
22	81
23	80
24	74
25	70
26	69
27	66
28	65
29	62
30	61
31	59
32	57
33	56
34	54
35	53
36	50
37	48
38	48
39	45
40	42
41	41
42	40
43	39
44	39
45	39
46	38
47	37
48	35
49	35
50	34
51	32
52	31
53	31
54	31
55	31
56	29
57	27
58	27
59	27
60	27
61	27
62	26
63	24
64	24
65	24
66	24
67	24
68	23
69	23
70	22
71	21
72	21
73	21
74	20
75	20
76	20
77	19
78	18
79	18
80	17
81	17
82	17
83	17
84	17
85	17
86	16
87	16
88	16
89	16
90	15
91	15
92	15
93	15
94	15
95	15
96	15
97	15
98	14
99	14
100	14
101	14
102	14
103	14
104	14
105	13
106	13
107	13
108	13
109	13
110	13
111	13
112	13
113	13
114	13
115	12
116	12
117	12
118	12
119	12
120	12
121	12
122	12
123	12
124	12
125	11
126	11
127	11
128	11
129	11
130	11
131	11
132	11
133	11
134	10
135	10
136	10
137	10
138	10
139	10
140	10
141	10
142	10
143	10
144	10
145	10
146	9
147	9
148	9
149	9
150	9
151	9
152	9
153	9
154	9
155	9
156	9
157	9
158	9
159	8
160	8
161	8
162	8
163	8
164	8
165	8
166	8
167	8
168	8
169	8
170	8
171	8
172	8
173	8
174	8
175	8
176	7
177	7
178	7
179	7
180	7
181	7
182	7
183	7
184	7
185	7
186	7
187	7
188	7
189	7
190	7
191	7
192	7
193	7
194	7
195	7
196	7
197	7
198	7
199	7
200	6
201	6
202	6
203	6
204	6
205	6
206	6
207	6
208	6
209	6
210	6
211	6
212	6
213	6
214	6
215	6
216	6
217	6
218	6
219	6
220	6
221	6
222	5
223	5
224	5
225	5
226	5
227	5
228	5
229	5
230	5
231	5
232	5
233	5
234	5
235	5
236	5
237	5
238	5
239	5
240	5
241	5
242	5
243	5
244	5
245	5
246	5
247	5
248	5
249	5
250	5
251	5
252	5
253	5
254	5
255	4
256	4
257	4
258	4
259	4
260	4
261	4
262	4
263	4
264	4
265	4
266	4
267	4
268	4
269	4
270	4
271	4
272	4
273	4
274	4
275	4
276	4
277	4
278	4
279	4
280	4
281	4
282	4
283	4
284	4
285	4
286	4
287	4
288	4
289	4
290	4
291	4
292	4
293	4
294	4
295	4
296	4
297	4
298	4
299	4
300	3
301	3
302	3
303	3
304	3
305	3
306	3
307	3
308	3
309	3
310	3
311	3
312	3
313	3
314	3
315	3
316	3
317	3
318	3
319	3
320	3
321	3
322	3
323	3
324	3
325	3
326	3
327	3
328	3
329	3
330	3
331	3
332	3
333	3
334	3
335	3
336	3
337	3
338	3
339	3
340	3
341	3
342	3
343	3
344	3
345	3
346	3
347	3
348	3
349	3
350	3
351	3
352	3
353	3
354	3
355	3
356	3
357	3
358	3
359	2
360	2
361	2
362	2
363	2
364	2
365	2
366	2
367	2
368	2
369	2
370	2
371	2
372	2
373	2
374	2
375	2
376	2
377	2
378	2
379	2
380	2
381	2
382	2
383	2
384	2
385	2
386	2
387	2
388	2
389	2
390	2
391	2
392	2
393	2
394	2
395	2
396	2
397	2
398	2
399	2
400	2
401	2
402	2
403	2
404	2
405	2
406	2
407	2
408	2
409	2
410	2
411	2
412	2
413	2
414	2
415	2
416	2
417	2
418	2
419	2
420	2
421	2
422	2
423	2
424	2
425	2
426	2
427	2
428	2
429	2
430	2
431	2
432	2
433	2
434	2
435	2
436	2
437	2
438	2
439	2
440	2
441	2
442	2
