patent_id,date,filing_date,country,longitude,latitude,cpc,type,title,assignee,person,first,second,inventors,loc,cites,birth,death
5020136,1991-05-28,1990-01-18,USA,-118.328667,34.092808,,utility,Battery pack antenna suitable for use with two-way portable transceivers ,"Motorola, Inc.",8282343.0,,"Patsiokas, Stelios J.","['Patsiokas, Stelios J.','Balzano, Quirino','Garay, Oscar M.']",,"3184746,4034164,4123756,4214197,4584709,4593409,4641366,4648125,4672685",1990,2018
5027394,1991-06-25,1988-09-30,JPN,130.401718,33.590355,,utility,Folding type telephone containing a wound electrical connection ,"Matsushita Electric Industrial Co., Ltd.",7142481.0,,"Ono, Kenji","['Ono, Kenji','Iribe, Hajime']",,"28399101,55101355,590514,423319,822251,1143203,3551607,1212389,4018998,4450495,59135959,59135960,33098321,34015181,2158328,26012111",1988,2018
5028083,1991-07-02,1990-04-27,USA,-87.937294,42.066422,,utility,Latch assembly ,"Motorola, Inc.",7625040.0,,"Mischenko, Nicholas","['Mischenko, Nicholas']",,"361693,2144885,20281501,3671065,26003961,29118961,4223787",1990,2010
5086509,1992-02-04,1989-12-29,JP,134.860046,34.929108,"H04B1/3877,H04B1/036,H01M50/20,H04M1/0262,H04M1/0202,Y02E60/10,H01M50/247",utility,Thermally adaptive housing for hand held radio telephone device,"MITSUBISHI HEAVY INDUSTRIES, LTD.",fl:to_ln:inubushi-2,Toshiya,Inubushi,[],9defebc5-16c8-11ed-9b5f-1234bde3cd05,"3556904,4257121,3348148,3684925,3091736,3676745,4717989",1989-12-29,0-0-0
5092788,1992-03-03,1990-12-03,USA,-80.256599,26.166973,,utility,Self-contained universal accessory connector and seal ,"Motorola, Inc.",9192700.0,,"Holmes, Martin E.","['Holmes, Martin E.','Pristupa, Jr., William D.']",,"3617985,3644873,3917372,4636015,4636016",1990,2018
5109540,1992-04-28,1991-05-10,USA,-80.137314,26.12244,,utility,Radio and electronic card assembly ,"Motorola, Inc.",9582354.0,,"Chambers, Randall P.","['Chambers, Randall P.','Monahan-Mitchell, Timothy A.','Quiroga, Emilio J.','Siddoway, Craig F.','Dzung, John C.']",,"4177426,4283796,4641370,4718110",1991,2009
5109539,1992-04-28,1989-11-01,JPN,135.18309,34.691265,,utility,Portable communication device ,Mitsubishi Denki Kabushiki Kaisha,5277908.0,,"Musha, Atsushi","['Musha, Atsushi','Inubushi, Toshiya']",,"25773691,3327310,1212389,1526491,4388492,25337831,62294351,02629152,2201861,4847818",1989,2009
5117073,1992-05-26,1991-04-02,PRI,-66.590141,18.220835,,utility,Control signal initiator responsive to a hinge position ,"Motorola, Inc.",5532971.0,,"Mischenko, Nicholas","['Mischenko, Nicholas']",,"3170047,3663774,1333034,3860771,4114000,4405841,4897873",1991,2011
5136229,1992-08-04,1991-07-15,USA,-111.94001,33.425514,,utility,Power pack device ,Galvin Jay M,9713609.0,,"Galvin, Jay M.","['Galvin, Jay M.']",,"3652915,3757194,3919491,4272650,45117611,4511761,4634810,4752949,4726052,4709201,4829226,4939770,5046131,4998055,5001772",1991,2018
5141446,1992-08-25,1991-07-03,FRA,2.285369,48.914154,,utility,Device comprising two components that are hinged together and that are interconnected by an electrical connection ,Alcatel Radiotelephone,9695488.0,,"Seguin, Jean-Michel","['Seguin, Jean-Michel','Ozouf, Rene']",,"21942245,23997491,00380662",1991,2018
5146615,1992-09-08,1989-08-07,USA,-79.142242,37.413754,,utility,Interchangeable control panels and keypads for radio transceivers and related process ,Ericsson Ge Mobile Communications Holding Inc.,7902204.0,,"Dickson, Douglas M.","['Dickson, Douglas M.','Hodsdon, Roy F.']",,"3959610,4066850,4119839,4890832,4471493,4621373,4688020,4870531",1989,2009
5150282,1992-09-22,1991-09-24,JP,139.702789,35.530529,"H04B15/02,H05K9/0037,H04M1/0202,H04M1/0214,H04B1/3833",utility,Electromagnetic shielding structure of high-frequency circuit arrangements,FUJITSU LIMITED,fl:ma_ln:tomura-2,Masashi,Tomura,[],1c0a3d5a-16c8-11ed-9b5f-1234bde3cd05,"5045973,4794489,4890199,4736266",1991-09-24,0-0-0
5151946,1992-09-29,1992-02-24,GBR,-0.560035,51.316772,,utility,Variable configuration portable telephone ,Technophone Limited,9475608.0,,"Martensson, Nils E.","['Martensson, Nils E.']",,"4272655,4291202,25936561,38364061,4056696,4251696,2058516,33098321,33238581,4621373,2158328,4782522,4790007",1992,2010
5155860,1992-10-13,1990-10-12,USA,-117.686096,33.646942,,utility,Cellular portable telephone battery pack and programmer interface ,Cellular Communications Corporation,7221455.0,,"McClure, Dana W.","['McClure, Dana W.']",,"3668465,3725674,4012643,4388500,4794636,4792986,4771399,4648125,4761823,4808859,4750078,4903330,4876552,4829224,4965821,4951308",1990,2009
5155659,1992-10-13,1991-03-15,USA,-91.665619,41.977879,,utility,Hand-held data collection terminal with battery compartment sealing lid and lid-tethering hand strap ,Kunert Steven R,5693235.0,,"Kunert, Steven R.","['Kunert, Steven R.']",,"941822,2305572,3636413,3693089,3980202,4047266,4269908,4225970,4391461,4455523,4770586,4574285,4638129,4953113,5023824,03157362,4928204,19900160331,4969206",1991,2011
5175759,1992-12-29,1989-11-20,USA,-88.074783,41.801136,,utility,Communications device with movable element control interface ,"Metroka Michael P, Krolopp Robert K",5250683.0,,"Krolopp, Robert K.","['Krolopp, Robert K.','Metroka, Michael P.']",,"55141838,30094831,4339632,4481382,33098321,33238581,071143822,3551607,3476886,3962571,4018998,4122304,4124879,4477807,4471493,4737975,4680787,4797929,5023911,4961212,4959850,4893348,5054115,4945570,4870686,4933963,4896361,5048117,4845772,5033109,4897873,19900103401",1989,2009
5177784,1993-01-05,1990-11-15,US,-111.94001,33.425507,"H04M1/6041,H04M1/0202,H04M1/05",utility,Head-set telephone device and method,,fl:ro_ln:hu-25,Robert,Hu,[],c1da8aeb-16c7-11ed-9b5f-1234bde3cd05,"4821318,4754484,4930148,4484029,4782527,5003589,4882745,4907266",1990-11-15,0-0-0
5178477,1993-01-12,1991-06-06,US,-122.674194,45.520245,"H01H13/807,B41J5/10,H04M1/0202,H01H2217/028,H01H2225/022,H01H2223/04,H01H9/0235,G06F3/0219",utility,Ergonomic keyboard input device,,fl:th_ln:gambaro-1,Thomas L.,Gambaro,[],12c9bbe6-16c8-11ed-9b5f-1234bde3cd05,"4224659,4849732,4332493,4597681,4824268,4579470,2369807,4913573",1991-06-06,0-0-0
5185790,1993-02-09,1991-03-28,PRI,-66.590141,18.220835,,utility,Multiposition detenting hinge apparatus ,"Motorola, Inc.",9467376.0,,"Mischneko, Nicholas","['Mischneko, Nicholas']",,"56119347,3476886,4018998,4424606,4471493,4577986,4543006,02205792,4845772,4897873,5111503,5117073",1991,2011
5189400,1993-02-23,1992-01-21,USA,-80.278107,25.857594,,utility,Communication device capable of preventing energy source removal ,"Motorola, Inc.",7337135.0,,"Schultz, Charles P.","['Schultz, Charles P.']",,"3648491,4366430,4831356,4929931",1992,2018
5189632,1993-02-23,1991-07-23,FIN,23.760954,61.497757,,utility,Portable personal computer and mobile telephone device ,Oy Nokia Ab,9735678.0,,"Hoglund, Tom","['Hoglund, Tom','Terho, Mikko','Paajanen, Reijo']",,"37047381,4991197,19910030121,4024347,4533791,4748574,5008927,01314462",1991,2011
5195183,1993-03-16,1991-10-28,US,-91.670403,41.975891,"G06K7/10881,G06K7/10841,G06K7/10584,B60R16/0315,G07C5/0808,B60R11/02,H04M1/04,G06K7/12,H04W84/12,G06K7/10702,H04M1/0202,B60R16/0231,G06K7/10722,G06F1/3203,B60R11/0241,H04W8/26,H04B2001/3894,Y02D30/70,G06K7/10732,H04W88/02,G06F1/1626,G06K7/10811,G07C5/0858,G06K17/0022,H04B1/3877,G06F1/1632,G06K7/10851,G06F1/28,H04W52/0296,G06K7/10574,H04M7/006",utility,Data communication system with communicating and recharging docking apparatus for hand-held data terminal,Norand Corporation,fl:ph_ln:miller-36,Phillip,Miller,[],d5f28718-16c7-11ed-9b5f-1234bde3cd05,"4773032,4756695,4801786,4742335,4558270,4588938,4396985,4857716,4751648,4468750,4907191,4757456,5003472,4739183,4684793,4684793",1991-10-28,0-0-0
5197091,1993-03-23,1990-11-19,JP,139.507782,35.638222,"H04M1/0235,H04M1/03,H04M1/0202,H04M1/0214",utility,Portable telephone having a pipe member which supports a microphone,FUJITSU LIMITED,fl:hi_ln:takagi-42,Hisamitsu,Takagi,[],932fb003-16c8-11ed-9b5f-1234bde3cd05,"4782527,5109539",1990-11-19,0-0-0
5200997,1993-04-06,1991-03-28,FI,23.241959,60.449947,H04M1/0202,utility,Internal auxiliary frame for hand telephone,Nokia Mobile Phones Ltd.,fl:ar_ln:leman-2,Ari,Leman,[],81d13db3-16c8-11ed-9b5f-1234bde3cd05,"4257121,4641366,5014346,4471493",1991-03-28,0-0-0
5202817,1993-04-13,1990-12-26,USA,-91.665619,41.977879,,utility,Hand-held data capture system with interchangeable modules ,Norand Corporation,6409963.0,,"Boatwright, Darrell L.","['Boatwright, Darrell L.','Geers, Robert G.','Durbin, Dennis A.','Miller, Phillip','Schultz, Darald R.','Mahany, Ronald L.','Cargin, Jr., Keith K.','Danielson, Arvin D.','Koenck, Steven E.','Hanson, George E.','Gibbs, William T.','Kelly, Stephen J.']",,"4002892,4115870,23899381,1572962,4158130,41330341,4133034,4141492,4628193,4569421,4418277,58211261,4890832,4654818,4689761,4773032,4706096,4857716,4850009,4845650,5059778,4703161,4727245,4836256,4842966,4953113,5023824,4793812,4881839,4916441,4983818,5049863,5002184,5057676",1990,2017
5218187,1993-06-08,1991-02-25,USA,-91.665619,41.977879,,utility,Hand-held data capture system with interchangeable modules ,Norand Corporation,5909868.0,,"Krunnfusz, Jeffrey S.","['Krunnfusz, Jeffrey S.','Hanson, George E.','Miller, Phillip','Koenck, Steven E.','Schultz, Darald R.']",,"3665164,4020527,4141492,4628193,4569421,4415065,4418277,4471218,44712181,4890832,4773032,4621189,4705095,4850009,4727245,4817115,4842966,4793812,4902883,5055660,4916441,5047614,4983818,4969206",1990,2017
5224076,1993-06-29,1992-10-16,USA,-71.966454,41.354263,,utility,Wristwatch radiotelephone ,Timex Corporation,10120719.0,,"Thorp, Christopher S.","['Thorp, Christopher S.']",,"3032651,4926474,4884252,4847818,5152693",1992,2018
5233506,1993-08-03,1992-02-21,USA,-96.82917,32.961796,,utility,Fastener for housing assembly ,"Motorola, Inc.",6540662.0,,"Schwartz, Mark W.","['Schwartz, Mark W.','Semenik, Scott R.']",,"8300019511,62220708,37412291,90171031,3462048,3668476,4840286,4979616,5139165",1992,2012
5235561,1993-08-10,1992-10-16,USA,-71.966454,41.354263,,utility,Wristwatch radiotelephone ,Timex Corporation,5928259.0,,"Seager, Richard H.","['Seager, Richard H.']",,"2780050,2790301,3032651,4847818,5008864",1992,2018
5235492,1993-08-10,1992-03-18,US,-87.964508,41.850029,"H05K9/0039,H04B15/02,H04M1/0202,H05K9/0016",utility,Electromagnetic shielding apparatus for cellular telephones,"Motorola, Inc.",fl:ga_ln:humbert-1,Gary,Humbert,[],e6ac9fdc-16c7-11ed-9b5f-1234bde3cd05,"4890199,4649461,5150282,4300016,5124889,4823235",1992-03-18,0-0-0
5235636,1993-08-10,1991-08-07,JP,139.507782,35.638222,"H04M1/0202,H01H2239/004,H01H2229/044,H01H2223/014,H01H2219/014,H01H2223/036,H01H2219/062,H01H13/7006,H01H2219/028,H01H2231/022,H04M1/22,H01H2229/034,H01H2229/036",utility,Portable telephone set housing having an illuminated switch panel,FUJITSU LIMITED,fl:hi_ln:takagi-42,Hisamitsu,Takagi,[],932fb003-16c8-11ed-9b5f-1234bde3cd05,"4982424,4845748,4873519,5166868,5130629",1991-08-07,0-0-0
5241583,1993-08-31,1991-04-17,GB,-0.556473,51.320187,"H04M1/724,H04M1/673,H04M1/0202",utility,Portable radio telephone which terminates an electronic keypad lock function upon sensing an incoming call,Nokia Mobile Phones Ltd.,fl:ni_ln:martensson-3,Nils,Martensson,[],b8f26fc8-16c7-11ed-9b5f-1234bde3cd05,"4737981,4860336,4843385,4670747,4724537,4945556,4845772,4453042,4436957,4436957",1991-04-17,0-0-0
5241592,1993-08-31,1991-07-31,USA,-87.980637,42.088364,,utility,Telephonic handset housing assembly for cordless telephone ,"Motorola, Inc.",5644441.0,,"Emmert, Steven C.","['Emmert, Steven C.','Carlson, Kenneth W.']",,"4089044,4631640,4641370,4513354,4879759",1991,2011
5242767,1993-09-07,1992-12-22,USA,-87.980637,42.088364,,utility,Battery housing assembly with integral limited travel guide rails ,"Motorola, Inc.",6283141.0,,"Roback, Kenneth J.","['Roback, Kenneth J.','Derdzinski, Terrence E.']",,4904549,1992,2018
5247700,1993-09-21,1990-11-16,USA,-117.396156,33.953346,,utility,Cellular telephone with pager ,"Universal Cellular, Inc.",9159885.0,,"Adams, Erich B.","['Adams, Erich B.','Hendershot, James','Lloyd, Graham P.','Wohl, James P.','Naugler, Jr., W. Edward']",,"610,3575558,3641276,3714375,3836726,3818145,3902022,4013958,4149125,4072824,4276654,4178475,4249165,4180776,4178476,4314208,4273962,4303893,4280104,4392135,4403212,4419765,4388596,4383257,197059,4408099,19820012681,4434506,4397037,4431991,4464638,4434504,01247881,4490579,4577060,4644347,4597104,01451711,4556760,4734694,4736171,02636662,4747122,4775999,19880068301,4849750,5054052",1990,2018
5251117,1993-10-05,1992-02-21,JP,139.759445,35.682838,"H04M1/0202,Y10S362/80,H04M1/22,G02B5/0278,H05K5/0017",utility,Structure of a diffusing lens for a light emitting diode,NEC CORPORATION,fl:mi_ln:nagai-16,Michio,Nagai,[],42f90495-16c8-11ed-9b5f-1234bde3cd05,"4779166,5068652",1992-02-21,0-0-0
5257414,1993-10-26,1990-11-26,US,-88.033684,42.110573,"G06K13/0806,G06K7/0021,H04M1/0202,H04B1/3818,H04M2250/14,H04M1/0274",utility,Apparatus for accepting and retaining a memory card,"Motorola, Inc.",fl:da_ln:trahan-1,David W.,Trahan,[],ea5f93ef-16c7-11ed-9b5f-1234bde3cd05,"4724310,4743746,4876552,4931991,5099512,4965821,4780604,4142312,4142312",1990-11-26,0-0-0
5259019,1993-11-02,1992-09-02,USA,-96.796974,32.776665,,utility,Apparatus providing for a curved device with hinged cover ,Texas Instruments Incorporated,10572135.0,,"Stilley, Russell L.","['Stilley, Russell L.']",,"63288549,4856045,03093411,6489845,5027394,4845772,01319348,5148471,5197091,5111503,5117073",1992,2011
5260998,1993-11-09,1991-09-09,JPN,139.504562,35.63792,,utility,Folding portable telephone set ,Fujitsu Limited,6855537.0,,"Takagi, Hisamitsu","['Takagi, Hisamitsu']",,"31090892,6021636,6613965,6318824,63129755,63288549,03175826",1991,2011
5265264,1993-11-23,1991-12-23,USA,-80.256599,26.166973,,utility,Convertible half-to-full duplex radio operation selected by battery ,"Motorola, Inc.",10060128.0,,"Richards, Scott H.","['Richards, Scott H.','Dzung, John C.']",,"3551607,4018998,4495652,4715063,4712229,6361515,4845772,04458081",1991,2018
5265158,1993-11-23,1992-05-11,FI,23.128639,60.38467,"H04B1/3877,H04M1/0202",utility,Construction of a stand alone portable telephone unit,Nokia Mobile Phones Ltd.,fl:jo_ln:tattari-2,Jouko,Tattari,[],5f958318-16c8-11ed-9b5f-1234bde3cd05,"5142573,5170494,5136229,5136229",1992-05-11,0-0-0
5265265,1993-11-23,1991-02-08,JP,138.194763,36.648582,"H04B1/086,G04G21/04,H04B1/385,H04M1/0202,H01Q1/273,G02F1/133334",utility,Wristwatch radio communication device having an improved noise shielding structure,Seiko Epson Corporation,fl:no_ln:hama-5,Norio,Hama,[],9da826c4-16c8-11ed-9b5f-1234bde3cd05,"4680676,4419770,4713808,4713808",1991-02-08,0-0-0
5270488,1993-12-14,1991-07-09,JP,135.412979,34.728901,"H01L23/642,H01L23/552,H04M1/03,H04M1/0202,H04M1/19,H01L2924/0002",utility,Shield construction for electrical devices,"MITSUBISHI HEAVY INDUSTRIES, LTD.",fl:hi_ln:ono-68,Hideyo,Ono,[],9defc227-16c8-11ed-9b5f-1234bde3cd05,"3614546,5043533,4584627,4598307",1991-07-09,0-0-0
5274693,1993-12-28,1990-07-17,US,-75.06295,42.453495,"H04M1/271,H04M1/23,H04M1/27485,H04M1/724,H04M1/0202",utility,Abbreviated and enhanced dialing apparatus and methods particularly adapted for cellular or other types of telephone systems,,fl:he_ln:waldman-4,Herbert,Waldman,[],72bdd31a-16c8-11ed-9b5f-1234bde3cd05,"4763356,4791667,4769516,4737976",1990-07-17,0-0-0
5276588,1994-01-04,1992-06-30,USA,-88.372864,42.103355,,utility,Telephone handset assembly having rigid fastener for connecting handset assembly portion-portions theretogether ,"Motorola, Inc.",10446135.0,,"Jungels-Butler, Polly","['Jungels-Butler, Polly','Repplinger, Daniel J.']",,"4293079,4704740,4791526,5100214,4972508,5140108",1992,2012
5274882,1994-01-04,1992-03-03,SWE,13.053136,55.800522,,utility,Hinge mechanism ,Ericsson Ge Mobile Communications Inc.,10197550.0,,"Persson, Per-Hakan","['Persson, Per-Hakan']",,"571133,765372,996413,1049072,1107076,1425995,1912289,2003274,1128244,3401422,3460190,3550186,19263411,3671998,3648327,5252452,4368558,4570290,4494273,4562656,4594750,4645905,4787120,4822965,4831655,5109571",1992,2012
5278993,1994-01-11,1991-02-01,USA,-80.137314,26.12244,,utility,Integral spring loaded hinge and switch for portable radio device ,"Motorola, Inc.",7850358.0,,"Olkoski, Jill C.","['Olkoski, Jill C.','Yorio, Rudy','Branan, Mac W.','Dzung, Danielle P.','Stanton, Stephen M.','Dorinski, Dale W.','Reiff, David E.']",,"4471493,4897873",1991,2018
